customerid,recency,frequency,monetary,first_purchase,last_purchase,total_items,r_score,f_score,m_score,rfm_score,customer_segment
17507,262,2,605.58,2011-02-03 18:08:00,2011-03-23 11:48:00,359,1,3,3,7,At Risk
17508,281,1,387.31,2011-03-04 08:10:00,2011-03-04 08:10:00,289,1,2,2,5,Lost Customers
17509,58,8,6115.14,2011-10-07 13:14:00,2011-10-13 10:26:00,3534,3,5,5,13,Loyal Customers
17510,25,1,308.48,2011-11-15 10:00:00,2011-11-15 10:00:00,214,4,2,2,8,Potential Loyalists
17511,3,31,91062.38,2010-12-01 10:19:00,2011-12-07 10:12:00,64549,5,5,5,15,Champions
17512,29,10,2924.9900000000002,2011-02-11 12:22:00,2011-11-11 12:11:00,2753,4,5,5,14,Champions
17513,72,1,513.2,2011-09-28 16:42:00,2011-09-28 16:42:00,254,3,2,3,8,Needs Attention
17514,128,1,208.65,2011-08-03 15:45:00,2011-08-03 15:45:00,135,2,2,1,5,Lost Customers
17515,31,4,639.02,2011-01-25 14:33:00,2011-11-08 14:04:00,243,4,4,3,11,Loyal Customers
17516,15,5,768.08,2011-02-27 12:41:00,2011-11-24 16:51:00,416,4,4,3,11,Loyal Customers
17517,309,1,153.94,2011-02-04 11:48:00,2011-02-04 11:48:00,102,1,2,1,4,Lost Customers
17519,17,6,1844.02,2010-12-06 15:18:00,2011-11-22 16:43:00,1236,4,5,4,13,Champions
17520,54,1,546.81,2011-10-17 12:04:00,2011-10-17 12:04:00,365,3,2,3,8,Needs Attention
17521,30,3,723.2099999999999,2011-05-24 15:14:00,2011-11-10 11:22:00,519,4,4,3,11,Loyal Customers
17522,2,5,1070.71,2011-05-05 16:31:00,2011-12-08 12:31:00,1034,5,4,4,13,Champions
17523,11,4,652.74,2011-11-20 13:40:00,2011-11-28 13:20:00,872,5,4,3,12,Loyal Customers
17524,361,1,145.0,2010-12-13 14:32:00,2010-12-13 14:32:00,90,1,2,1,4,Lost Customers
17525,360,1,422.70000000000005,2010-12-15 12:05:00,2010-12-15 12:05:00,82,1,2,2,5,Lost Customers
17526,5,4,1195.8999999999999,2010-12-09 12:20:00,2011-12-05 11:05:00,310,5,4,4,13,Champions
17527,54,4,939.37,2011-05-05 13:43:00,2011-10-17 12:32:00,488,3,4,3,10,Loyal Customers
17528,1,8,3628.5,2011-09-29 13:04:00,2011-12-08 13:27:00,2138,5,5,5,15,Champions
17530,1,10,2385.0,2010-12-09 20:01:00,2011-12-08 18:42:00,1526,5,5,5,15,Champions
17531,190,1,296.7,2011-06-02 19:17:00,2011-06-02 19:17:00,136,1,2,2,5,Lost Customers
17534,54,1,223.36,2011-10-17 12:47:00,2011-10-17 12:47:00,103,3,2,1,6,Needs Attention
17535,280,1,164.4,2011-03-04 15:20:00,2011-03-04 15:20:00,136,1,2,1,4,Lost Customers
17536,177,1,76.5,2011-06-15 13:23:00,2011-06-15 13:23:00,6,2,2,1,5,Lost Customers
17537,30,2,897.62,2011-02-09 13:37:00,2011-11-10 10:56:00,700,4,3,3,10,Potential Loyalists
17538,26,1,98.42,2011-11-14 12:12:00,2011-11-14 12:12:00,134,4,2,1,7,Potential Loyalists
17540,25,2,578.9,2011-01-27 14:35:00,2011-11-15 11:56:00,194,4,3,3,10,Potential Loyalists
17542,270,1,170.75,2011-03-15 11:45:00,2011-03-15 11:45:00,134,1,2,1,4,Lost Customers
17545,43,3,645.96,2011-10-27 13:48:00,2011-10-27 14:04:00,341,3,4,3,10,Loyal Customers
17548,234,1,103.3,2011-04-20 12:01:00,2011-04-20 12:01:00,58,1,2,1,4,Lost Customers
17549,24,2,148.86,2011-10-19 10:05:00,2011-11-16 09:59:00,210,4,3,1,8,Potential Loyalists
17550,197,3,267.16,2011-04-10 15:19:00,2011-05-26 14:09:00,86,1,4,2,7,At Risk
17551,359,1,306.84,2010-12-15 14:12:00,2010-12-15 14:12:00,150,1,2,2,5,Lost Customers
17552,60,4,930.41,2010-12-02 18:45:00,2011-10-10 17:00:00,719,3,4,3,10,Loyal Customers
17553,130,1,1487.6,2011-08-02 10:00:00,2011-08-02 10:00:00,1048,2,2,4,8,Lost Customers
17554,1,5,1952.45,2011-07-14 20:01:00,2011-12-08 14:15:00,1763,5,4,4,13,Champions
17555,20,2,483.26,2011-01-09 12:31:00,2011-11-20 12:22:00,349,4,3,2,9,Potential Loyalists
17556,206,1,157.9,2011-05-18 10:48:00,2011-05-18 10:48:00,101,1,2,1,4,Lost Customers
17557,14,3,541.46,2011-09-19 14:23:00,2011-11-25 12:57:00,306,4,4,3,11,Loyal Customers
17560,95,4,854.95,2011-02-02 11:14:00,2011-09-06 09:18:00,635,2,4,3,9,At Risk
17561,19,1,167.62,2011-11-20 12:53:00,2011-11-20 12:53:00,146,4,2,1,7,Potential Loyalists
17562,14,7,1122.38,2011-06-19 13:06:00,2011-11-25 14:21:00,817,4,5,4,13,Champions
17564,24,3,454.01,2011-09-20 14:00:00,2011-11-15 13:27:00,146,4,4,2,10,Loyal Customers
17566,8,2,901.21,2011-11-14 13:42:00,2011-12-01 19:54:00,518,5,3,3,11,Potential Loyalists
17567,7,8,4331.48,2010-12-02 15:18:00,2011-12-02 15:48:00,2632,5,5,5,15,Champions
17569,332,1,344.14,2011-01-11 14:15:00,2011-01-11 14:15:00,159,1,2,2,5,Lost Customers
17571,50,4,1498.51,2011-02-14 15:15:00,2011-10-20 15:57:00,905,3,4,4,11,Loyal Customers
17572,71,4,226.75000000000003,2010-12-01 12:51:00,2011-09-29 17:53:00,95,3,4,1,8,Loyal Customers
17573,29,3,380.6,2011-09-07 10:36:00,2011-11-10 13:01:00,308,4,4,2,10,Loyal Customers
17574,243,1,185.65,2011-04-11 09:47:00,2011-04-11 09:47:00,77,1,2,1,4,Lost Customers
17576,8,19,3622.68,2010-12-09 16:57:00,2011-12-01 17:56:00,1994,5,5,5,15,Champions
17578,218,1,143.45999999999998,2011-05-05 18:38:00,2011-05-05 18:38:00,138,1,2,1,4,Lost Customers
17579,5,3,448.90000000000003,2011-06-13 14:12:00,2011-12-05 12:28:00,258,5,4,2,11,Loyal Customers
17580,253,3,215.72,2010-12-16 15:27:00,2011-04-01 12:41:00,88,1,4,1,6,At Risk
17581,1,25,11045.04,2010-12-02 14:47:00,2011-12-09 12:21:00,5927,5,5,5,15,Champions
17582,236,1,175.27,2011-04-17 13:18:00,2011-04-17 13:18:00,123,1,2,1,4,Lost Customers
17584,7,2,1242.3,2011-08-04 14:12:00,2011-12-02 17:12:00,458,5,3,4,12,Potential Loyalists
17585,109,4,1133.07,2011-01-05 15:09:00,2011-08-22 13:30:00,1671,2,4,4,10,At Risk
17588,100,3,1240.2,2011-04-21 10:31:00,2011-08-31 13:37:00,676,2,4,4,10,At Risk
17589,60,4,2404.17,2011-04-13 13:47:00,2011-10-10 16:58:00,1631,3,4,5,12,Loyal Customers
17590,2,3,1479.22,2011-10-30 14:05:00,2011-12-07 12:55:00,828,5,4,4,13,Champions
17591,73,7,2225.9700000000003,2010-12-07 15:39:00,2011-09-27 13:42:00,1009,2,5,5,12,At Risk
17593,4,5,3927.34,2010-12-22 10:29:00,2011-12-06 10:30:00,3101,5,4,5,14,Champions
17594,85,2,993.18,2011-03-30 10:32:00,2011-09-15 16:34:00,550,2,3,4,9,At Risk
17595,12,2,388.79,2011-11-02 16:19:00,2011-11-27 16:08:00,229,5,3,2,10,Potential Loyalists
17596,23,7,2827.93,2010-12-06 12:34:00,2011-11-16 14:11:00,4400,4,5,5,14,Champions
17597,214,1,2044.3700000000001,2011-05-10 11:54:00,2011-05-10 11:54:00,1176,1,2,4,7,Lost Customers
17600,18,1,161.67000000000002,2011-11-22 09:43:00,2011-11-22 09:43:00,144,4,2,1,7,Potential Loyalists
17601,239,1,116.00999999999999,2011-04-14 18:02:00,2011-04-14 18:02:00,103,1,2,1,4,Lost Customers
17602,2,6,5102.97,2011-01-19 16:18:00,2011-12-07 13:53:00,4151,5,5,5,15,Champions
17603,78,1,394.72,2011-09-22 14:18:00,2011-09-22 14:18:00,74,2,2,2,6,Lost Customers
17604,217,2,309.36,2011-01-31 15:09:00,2011-05-06 13:43:00,169,1,3,2,6,At Risk
17608,33,2,193.42,2011-11-06 13:00:00,2011-11-06 13:06:00,232,4,3,1,8,Potential Loyalists
17609,41,5,1112.22,2011-01-16 16:23:00,2011-10-30 12:28:00,723,3,4,4,11,Loyal Customers
17611,7,15,3984.22,2010-12-13 13:52:00,2011-12-02 13:29:00,2560,5,5,5,15,Champions
17612,53,6,2048.45,2011-02-15 10:40:00,2011-10-17 14:59:00,1808,3,5,4,12,Loyal Customers
17613,23,14,4559.150000000001,2011-02-07 11:20:00,2011-11-17 10:51:00,2496,4,5,5,14,Champions
17614,57,1,390.07,2011-10-13 16:01:00,2011-10-13 16:01:00,238,3,2,2,7,Needs Attention
17615,130,3,329.6,2011-05-01 15:33:00,2011-08-01 14:06:00,140,2,4,2,8,At Risk
17616,174,3,571.1999999999999,2010-12-07 10:04:00,2011-06-19 10:11:00,224,2,4,3,9,At Risk
17618,6,3,971.58,2010-12-12 16:05:00,2011-12-04 11:50:00,331,5,4,4,13,Champions
17619,312,1,218.52,2011-01-31 14:18:00,2011-01-31 14:18:00,127,1,2,1,4,Lost Customers
17620,60,1,81.44,2011-10-11 12:08:00,2011-10-11 12:08:00,60,3,2,1,6,Needs Attention
17621,21,3,1379.9,2010-12-20 13:31:00,2011-11-18 17:11:00,514,4,4,4,12,Champions
17623,33,1,527.0500000000001,2011-11-07 11:32:00,2011-11-07 11:32:00,265,4,2,3,9,Potential Loyalists
17624,15,2,843.48,2011-05-05 17:59:00,2011-11-25 10:52:00,554,4,3,3,10,Potential Loyalists
17625,18,4,2047.0,2011-03-27 12:21:00,2011-11-21 13:36:00,1198,4,4,4,12,Champions
17628,81,1,75.75,2011-09-19 15:21:00,2011-09-19 15:21:00,79,2,2,1,5,Lost Customers
17629,6,8,1814.12,2010-12-15 09:58:00,2011-12-04 10:56:00,1629,5,5,4,14,Champions
17630,170,2,503.59999999999997,2011-04-21 14:03:00,2011-06-23 11:58:00,158,2,3,3,8,At Risk
17631,2,3,528.33,2011-04-21 13:22:00,2011-12-08 09:47:00,334,5,4,3,12,Loyal Customers
17633,31,4,1324.84,2011-08-11 15:43:00,2011-11-08 13:25:00,644,4,4,4,12,Champions
17634,36,9,2361.9700000000003,2011-01-06 12:45:00,2011-11-03 13:09:00,840,3,5,5,13,Loyal Customers
17636,19,1,285.56,2011-11-20 14:40:00,2011-11-20 14:40:00,182,4,2,2,8,Potential Loyalists
17637,31,2,547.0600000000001,2011-08-16 13:25:00,2011-11-08 12:51:00,280,4,3,3,10,Potential Loyalists
17639,276,1,108.5,2011-03-08 15:22:00,2011-03-08 15:22:00,49,1,2,1,4,Lost Customers
17640,87,1,621.66,2011-09-14 09:13:00,2011-09-14 09:13:00,250,2,2,3,7,Lost Customers
17642,120,2,712.29,2011-06-16 12:55:00,2011-08-12 09:11:00,474,2,3,3,8,At Risk
17643,373,1,101.55,2010-12-01 14:38:00,2010-12-01 14:38:00,71,1,2,1,4,Lost Customers
17644,1,11,2895.64,2011-03-24 09:44:00,2011-12-08 13:43:00,1793,5,5,5,15,Champions
17646,219,3,1008.39,2010-12-09 14:28:00,2011-05-04 13:17:00,323,1,4,4,9,At Risk
17647,65,1,133.06,2011-10-05 15:38:00,2011-10-05 15:38:00,30,3,2,1,6,Needs Attention
17648,61,4,1797.5,2011-04-04 10:29:00,2011-10-10 09:41:00,487,3,4,4,11,Loyal Customers
17649,138,1,868.49,2011-07-24 15:53:00,2011-07-24 15:53:00,399,2,2,3,7,Lost Customers
17650,21,1,166.08,2011-11-18 14:52:00,2011-11-18 14:52:00,150,4,2,1,7,Potential Loyalists
17651,12,10,3945.0,2011-06-15 15:57:00,2011-11-28 10:29:00,3112,5,5,5,15,Champions
17652,25,12,4867.72,2011-03-03 14:05:00,2011-11-14 12:55:00,2509,4,5,5,14,Champions
17653,37,4,1207.56,2011-08-11 15:24:00,2011-11-03 12:46:00,1409,3,4,4,11,Loyal Customers
17654,277,1,117.55,2011-03-07 13:17:00,2011-03-07 13:17:00,41,1,2,1,4,Lost Customers
17655,11,7,2638.94,2010-12-08 16:45:00,2011-11-29 11:34:00,1116,5,5,5,15,Champions
17656,73,5,1674.69,2011-08-03 10:45:00,2011-09-27 13:04:00,1399,2,4,4,10,At Risk
17658,26,2,595.42,2011-05-12 15:23:00,2011-11-14 12:07:00,616,4,3,3,10,Potential Loyalists
17659,17,12,2999.46,2010-12-02 16:46:00,2011-11-22 13:29:00,1525,4,5,5,14,Champions
17660,141,1,196.0,2011-07-21 13:37:00,2011-07-21 13:37:00,130,2,2,1,5,Lost Customers
17663,26,7,1802.91,2011-02-25 14:11:00,2011-11-14 08:56:00,797,4,5,4,13,Champions
17664,19,2,604.64,2011-05-11 14:17:00,2011-11-21 11:29:00,604,4,3,3,10,Potential Loyalists
17666,4,2,728.16,2011-10-05 11:06:00,2011-12-06 09:06:00,596,5,3,3,11,Potential Loyalists
17667,66,5,2055.51,2011-02-14 09:24:00,2011-10-04 14:32:00,1033,3,4,4,11,Loyal Customers
17668,1,2,347.75,2011-11-01 14:45:00,2011-12-08 13:25:00,93,5,3,2,10,Potential Loyalists
17669,43,7,3406.7200000000003,2011-04-04 10:11:00,2011-10-28 08:53:00,1916,3,5,5,13,Loyal Customers
17670,228,1,205.7,2011-04-26 09:12:00,2011-04-26 09:12:00,110,1,2,1,4,Lost Customers
17671,16,4,1572.71,2010-12-09 14:27:00,2011-11-24 12:21:00,772,4,4,4,12,Champions
17672,50,2,3178.17,2011-02-03 13:29:00,2011-10-20 14:18:00,1690,3,3,5,11,Needs Attention
17673,2,6,1629.12,2011-01-23 15:16:00,2011-12-08 12:50:00,1487,5,5,4,14,Champions
17674,74,2,551.04,2010-12-06 10:20:00,2011-09-26 13:35:00,672,2,3,3,8,At Risk
17675,1,31,20374.28,2010-12-07 13:22:00,2011-12-08 18:03:00,8360,5,5,5,15,Champions
17676,4,6,1387.68,2010-12-08 13:49:00,2011-12-05 15:16:00,932,5,5,4,14,Champions
17677,2,30,16363.23,2010-12-06 08:42:00,2011-12-08 09:56:00,9775,5,5,5,15,Champions
17678,264,1,298.11,2011-03-21 11:52:00,2011-03-21 11:52:00,207,1,2,2,5,Lost Customers
17679,53,2,1992.1100000000001,2011-09-15 10:35:00,2011-10-18 07:43:00,729,3,3,4,10,Needs Attention
17680,24,1,184.4,2011-11-16 12:42:00,2011-11-16 12:42:00,96,4,2,1,7,Potential Loyalists
17682,10,6,2474.33,2010-12-06 13:35:00,2011-11-29 15:59:00,1367,5,5,5,15,Champions
17684,44,1,239.41,2011-10-27 11:10:00,2011-10-27 11:10:00,145,3,2,1,6,Needs Attention
17685,17,7,3191.53,2010-12-02 14:42:00,2011-11-23 11:36:00,1956,4,5,5,14,Champions
17686,7,7,5739.46,2011-02-10 10:18:00,2011-12-02 15:39:00,2478,5,5,5,15,Champions
17690,30,15,4757.95,2010-12-01 16:15:00,2011-11-09 15:17:00,1773,4,5,5,14,Champions
17691,358,2,290.40000000000003,2010-12-06 11:10:00,2010-12-16 17:20:00,134,1,3,2,6,At Risk
17692,127,4,740.9399999999999,2010-12-15 13:37:00,2011-08-04 14:01:00,672,2,4,3,9,At Risk
17693,137,1,200.47,2011-07-25 15:48:00,2011-07-25 15:48:00,231,2,2,1,5,Lost Customers
17694,142,1,283.12,2011-07-21 12:00:00,2011-07-21 12:00:00,184,2,2,2,6,Lost Customers
17695,132,2,765.34,2011-06-21 12:35:00,2011-07-31 10:40:00,779,2,3,3,8,At Risk
17696,38,8,2285.71,2010-12-10 09:51:00,2011-11-01 13:43:00,1756,3,5,5,13,Loyal Customers
17697,236,1,338.95,2011-04-17 15:40:00,2011-04-17 15:40:00,93,1,2,2,5,Lost Customers
17698,261,1,154.95,2011-03-24 11:34:00,2011-03-24 11:34:00,93,1,2,1,4,Lost Customers
17700,17,4,2534.64,2011-03-03 16:34:00,2011-11-23 11:51:00,1266,4,4,5,13,Champions
17701,253,1,417.95,2011-04-01 12:25:00,2011-04-01 12:25:00,109,1,2,2,5,Lost Customers
17702,30,4,1824.37,2011-05-17 16:23:00,2011-11-09 16:03:00,1353,4,4,4,12,Champions
17703,35,3,798.74,2011-07-24 13:30:00,2011-11-04 15:51:00,590,3,4,3,10,Loyal Customers
17704,169,2,885.19,2011-04-14 09:28:00,2011-06-24 09:40:00,343,2,3,3,8,At Risk
17705,3,9,1823.52,2011-02-11 10:57:00,2011-12-06 13:45:00,963,5,5,4,14,Champions
17706,4,17,10504.49,2010-12-08 11:02:00,2011-12-05 13:34:00,3899,5,5,5,15,Champions
17707,185,2,152.4,2011-01-07 13:30:00,2011-06-07 15:03:00,144,1,3,1,5,At Risk
17708,188,2,267.08,2011-01-19 10:09:00,2011-06-05 10:12:00,91,1,3,2,6,At Risk
17709,170,1,137.45,2011-06-23 11:55:00,2011-06-23 11:55:00,17,2,2,1,5,Lost Customers
17711,11,2,385.1,2011-02-23 11:32:00,2011-11-29 11:40:00,246,5,3,2,10,Potential Loyalists
17712,45,1,522.91,2011-10-26 12:28:00,2011-10-26 12:28:00,215,3,2,3,8,Needs Attention
17714,321,1,153.0,2011-01-23 10:32:00,2011-01-23 10:32:00,92,1,2,1,4,Lost Customers
17715,201,1,326.4,2011-05-23 12:32:00,2011-05-23 12:32:00,384,1,2,2,5,Lost Customers
17716,23,11,5655.99,2011-03-17 10:38:00,2011-11-17 12:00:00,3072,4,5,5,14,Champions
17718,232,1,139.35,2011-04-21 13:39:00,2011-04-21 13:39:00,83,1,2,1,4,Lost Customers
17719,38,15,5396.04,2011-03-29 11:29:00,2011-11-02 10:36:00,2466,3,5,5,13,Loyal Customers
17720,26,4,1195.94,2010-12-07 10:43:00,2011-11-13 15:04:00,576,4,4,4,12,Champions
17722,96,4,2424.04,2010-12-08 12:41:00,2011-09-04 15:22:00,1595,2,4,5,11,At Risk
17723,127,6,3276.4000000000005,2011-05-09 14:44:00,2011-08-04 18:37:00,792,2,5,5,12,At Risk
17724,71,3,1033.0,2011-07-24 13:26:00,2011-09-29 15:26:00,300,3,4,4,11,Loyal Customers
17725,16,11,3439.08,2011-03-17 19:47:00,2011-11-23 16:34:00,2162,4,5,5,14,Champions
17727,15,1,1060.25,2011-11-24 17:06:00,2011-11-24 17:06:00,645,4,2,4,10,Potential Loyalists
17728,4,3,2876.01,2011-09-14 11:39:00,2011-12-06 08:52:00,1469,5,4,5,14,Champions
17730,3,13,5298.4800000000005,2011-01-17 14:49:00,2011-12-06 15:43:00,3576,5,5,5,15,Champions
17731,79,4,1240.11,2011-06-09 14:18:00,2011-09-21 15:02:00,493,2,4,4,10,At Risk
17732,373,1,303.97,2010-12-02 09:29:00,2010-12-02 09:29:00,93,1,2,2,5,Lost Customers
17733,39,2,692.19,2011-03-23 09:54:00,2011-11-01 08:16:00,463,3,3,3,9,Needs Attention
17734,54,3,700.63,2011-04-20 10:04:00,2011-10-17 12:33:00,422,3,4,3,10,Loyal Customers
17735,2,19,13110.02,2010-12-07 10:32:00,2011-12-07 16:47:00,8439,5,5,5,15,Champions
17736,9,3,377.44,2011-08-18 14:33:00,2011-11-30 15:36:00,238,5,4,2,11,Loyal Customers
17737,9,2,168.24,2011-10-12 14:42:00,2011-11-30 15:16:00,108,5,3,1,9,Potential Loyalists
17738,19,4,1879.05,2011-03-02 16:26:00,2011-11-20 15:05:00,1029,4,4,4,12,Champions
17739,12,7,2791.35,2010-12-14 14:26:00,2011-11-28 09:12:00,861,5,5,5,15,Champions
17742,113,2,355.11,2011-01-11 10:04:00,2011-08-18 15:28:00,89,2,3,2,7,At Risk
17744,4,6,2322.4,2010-12-16 14:17:00,2011-12-06 12:11:00,3412,5,5,5,15,Champions
17746,240,1,110.25,2011-04-13 14:31:00,2011-04-13 14:31:00,29,1,2,1,4,Lost Customers
17747,113,1,71.4,2011-08-19 08:13:00,2011-08-19 08:13:00,12,2,2,1,5,Lost Customers
17749,178,2,674.52,2011-03-28 13:39:00,2011-06-14 15:45:00,320,2,3,3,8,At Risk
17750,5,9,1797.57,2011-06-28 15:44:00,2011-12-04 14:09:00,3957,5,5,4,14,Champions
17752,359,1,80.64,2010-12-15 16:19:00,2010-12-15 16:19:00,192,1,2,1,4,Lost Customers
17754,1,5,1772.26,2011-03-24 13:54:00,2011-12-09 11:20:00,1869,5,4,4,13,Champions
17757,1,30,5605.29,2010-12-02 17:17:00,2011-12-08 15:31:00,3320,5,5,5,15,Champions
17758,19,8,3456.7000000000003,2011-04-03 15:22:00,2011-11-20 14:45:00,2091,4,5,5,14,Champions
17759,17,3,834.99,2011-06-23 13:35:00,2011-11-22 16:02:00,708,4,4,3,11,Loyal Customers
17760,22,2,287.59,2010-12-01 15:08:00,2011-11-18 10:56:00,239,4,3,2,9,Potential Loyalists
17761,33,1,712.78,2011-11-07 10:23:00,2011-11-07 10:23:00,398,4,2,3,9,Potential Loyalists
17763,263,1,15.0,2011-03-21 14:25:00,2011-03-21 14:25:00,12,1,2,1,4,Lost Customers
17764,51,2,818.8199999999999,2011-05-12 16:11:00,2011-10-20 11:03:00,395,3,3,3,9,Needs Attention
17765,159,3,371.88,2011-03-28 11:58:00,2011-07-04 12:41:00,144,2,4,2,8,At Risk
17767,15,1,271.2,2011-11-24 14:42:00,2011-11-24 14:42:00,128,4,2,2,8,Potential Loyalists
17768,8,3,2273.1800000000003,2011-06-26 13:46:00,2011-12-01 13:22:00,1186,5,4,5,14,Champions
17769,13,10,3997.98,2011-01-23 11:15:00,2011-11-27 11:18:00,1862,5,5,5,15,Champions
17770,199,5,1143.27,2011-03-02 13:35:00,2011-05-25 12:34:00,365,1,4,4,9,At Risk
17771,57,2,245.81,2011-01-20 14:13:00,2011-10-14 11:43:00,287,3,3,1,7,Needs Attention
17772,11,2,182.77,2011-11-29 10:57:00,2011-11-29 11:05:00,58,5,3,1,9,Potential Loyalists
17774,97,4,1225.41,2011-02-07 13:13:00,2011-09-04 12:49:00,512,2,4,4,10,At Risk
17775,255,1,56.4,2011-03-30 10:50:00,2011-03-30 10:50:00,72,1,2,1,4,Lost Customers
17777,25,3,665.86,2011-08-31 14:35:00,2011-11-15 12:02:00,507,4,4,3,11,Loyal Customers
17779,21,3,658.57,2011-07-19 12:19:00,2011-11-18 14:15:00,397,4,4,3,11,Loyal Customers
17781,159,2,188.02,2011-03-31 19:54:00,2011-07-03 16:00:00,34,2,3,1,6,At Risk
17783,72,2,283.47,2011-04-06 10:07:00,2011-09-28 16:07:00,354,3,3,2,8,Needs Attention
17785,53,1,131.94,2011-10-17 13:43:00,2011-10-17 13:43:00,67,3,2,1,6,Needs Attention
17786,85,2,278.74,2011-01-26 14:35:00,2011-09-15 12:51:00,200,2,3,2,7,At Risk
17787,153,4,1865.19,2010-12-03 13:43:00,2011-07-10 11:24:00,910,2,4,4,10,At Risk
17788,74,2,1117.9,2011-08-02 10:38:00,2011-09-27 10:09:00,211,2,3,4,9,At Risk
17789,281,1,225.9,2011-03-03 13:14:00,2011-03-03 13:14:00,74,1,2,1,4,Lost Customers
17790,27,14,1965.55,2010-12-10 10:47:00,2011-11-13 11:30:00,836,4,5,4,13,Champions
17791,30,1,106.1,2011-11-10 12:09:00,2011-11-10 12:09:00,46,4,2,1,7,Potential Loyalists
17793,25,1,323.04,2011-11-14 14:24:00,2011-11-14 14:24:00,232,4,2,2,8,Potential Loyalists
17795,180,2,350.39,2011-03-20 12:02:00,2011-06-13 12:36:00,341,1,3,2,6,At Risk
17796,40,4,697.9,2010-12-05 12:23:00,2011-10-30 15:38:00,178,3,4,3,10,Loyal Customers
17797,22,3,780.43,2011-06-10 11:29:00,2011-11-17 13:21:00,498,4,4,3,11,Loyal Customers
17799,22,10,3055.93,2010-12-13 13:10:00,2011-11-17 15:16:00,1758,4,5,5,14,Champions
17800,37,9,1199.01,2011-01-09 13:50:00,2011-11-02 12:57:00,736,3,5,4,12,Loyal Customers
17802,82,3,1285.04,2010-12-02 13:44:00,2011-09-18 14:56:00,752,2,4,4,10,At Risk
17805,74,1,512.31,2011-09-27 11:49:00,2011-09-27 11:49:00,478,2,2,3,7,Lost Customers
17806,11,1,546.04,2011-11-28 14:12:00,2011-11-28 14:12:00,727,5,2,3,10,Potential Loyalists
17809,16,12,5411.91,2010-12-01 09:41:00,2011-11-23 12:59:00,2057,4,5,5,14,Champions
17811,4,39,7837.7300000000005,2011-01-10 10:58:00,2011-12-05 13:46:00,4177,5,5,5,15,Champions
17812,13,4,732.16,2010-12-06 15:27:00,2011-11-27 11:47:00,350,5,4,3,12,Loyal Customers
17813,14,5,1770.8799999999999,2011-09-29 15:57:00,2011-11-25 16:13:00,790,4,4,4,12,Champions
17816,37,4,36.56,2010-12-09 14:10:00,2011-11-03 11:34:00,30,3,4,1,8,Loyal Customers
17817,4,3,387.68,2011-03-07 17:30:00,2011-12-05 14:39:00,67,5,4,2,11,Loyal Customers
17819,72,7,3704.87,2010-12-03 14:26:00,2011-09-29 10:52:00,1031,3,5,5,13,Loyal Customers
17824,51,1,298.4,2011-10-19 14:14:00,2011-10-19 14:14:00,408,3,2,2,7,Needs Attention
17827,5,5,1995.46,2010-12-10 10:18:00,2011-12-04 15:00:00,1247,5,4,4,13,Champions
17828,23,4,1820.09,2011-06-08 08:31:00,2011-11-17 08:41:00,667,4,4,4,12,Champions
17829,299,1,889.24,2011-02-14 12:46:00,2011-02-14 12:46:00,496,1,2,3,6,Lost Customers
17830,2,3,398.7,2011-02-24 10:15:00,2011-12-08 12:28:00,92,5,4,2,11,Loyal Customers
17831,33,1,35.400000000000006,2011-11-06 15:09:00,2011-11-06 15:09:00,12,4,2,1,7,Potential Loyalists
17832,50,1,155.37,2011-10-21 11:43:00,2011-10-21 11:43:00,208,3,2,1,6,Needs Attention
17835,3,3,350.64,2011-11-16 16:30:00,2011-12-07 11:48:00,348,5,4,2,11,Loyal Customers
17836,47,1,110.21000000000001,2011-10-23 16:13:00,2011-10-23 16:13:00,88,3,2,1,6,Needs Attention
17837,42,8,1593.38,2011-06-29 16:44:00,2011-10-28 16:13:00,518,3,5,4,12,Loyal Customers
17838,27,5,2779.3,2010-12-02 15:55:00,2011-11-13 11:20:00,1879,4,4,5,13,Champions
17839,42,1,338.8,2011-10-28 17:27:00,2011-10-28 17:27:00,285,3,2,2,7,Needs Attention
17841,2,124,40991.57,2010-12-01 14:41:00,2011-12-08 12:07:00,23071,5,5,5,15,Champions
17843,303,1,205.48,2011-02-09 15:33:00,2011-02-09 15:33:00,113,1,2,1,4,Lost Customers
17844,107,1,51.559999999999995,2011-08-25 11:27:00,2011-08-25 11:27:00,52,2,2,1,5,Lost Customers
17846,85,1,2033.1,2011-09-15 15:20:00,2011-09-15 15:20:00,1,2,2,4,8,Lost Customers
17848,81,9,901.1999999999999,2010-12-16 18:38:00,2011-09-19 16:49:00,398,2,5,3,10,At Risk
17849,218,4,605.8000000000001,2011-01-10 11:59:00,2011-05-05 13:46:00,114,1,4,3,8,At Risk
17850,372,34,5391.21,2010-12-01 08:26:00,2010-12-02 15:27:00,1733,1,5,5,11,At Risk
17852,12,2,114.34,2011-11-28 12:31:00,2011-11-28 12:36:00,53,5,3,1,9,Potential Loyalists
17854,185,2,311.26,2011-04-26 16:53:00,2011-06-07 16:21:00,84,1,3,2,6,At Risk
17855,373,1,208.97,2010-12-02 09:44:00,2010-12-02 09:44:00,197,1,2,1,4,Lost Customers
17856,2,4,1418.03,2011-03-03 11:40:00,2011-12-08 09:40:00,842,5,4,4,13,Champions
17857,4,23,26879.04,2010-12-09 11:35:00,2011-12-05 13:13:00,19256,5,5,5,15,Champions
